player_id,season_year,side,pa,hr_pct,k_pct,bb_pct,1b_pct,2b_pct,3b_pct,babip_side,avk_side,gap_side,pow_side,eye_side,speed
51,2101,R,146,0.0136986301369863,0.22602739726027396,0.0821917808219178,0.13013698630136986,0.0273972602739726,0.00684931506849315,43,53,43,35,34,87
59,2101,R,434,0.03917050691244239,0.11981566820276497,0.07834101382488479,0.22119815668202766,0.027649769585253458,0.002304147465437788,65,85,52,62,54,9
81,2101,R,182,0.027472527472527472,0.21428571428571427,0.06593406593406594,0.15384615384615385,0.04945054945054945,0.0,46,39,30,45,45,3
361,2101,R,211,0.037914691943127965,0.2037914691943128,0.05687203791469194,0.20853080568720378,0.023696682464454975,0.0,50,59,44,56,56,21
563,2101,R,359,0.03899721448467967,0.16434540389972144,0.033426183844011144,0.22562674094707522,0.033426183844011144,0.002785515320334262,51,63,39,45,34,77
587,2101,R,91,0.03296703296703297,0.12087912087912088,0.04395604395604396,0.2087912087912088,0.04395604395604396,0.0,60,75,46,34,35,54
1163,2101,R,196,0.030612244897959183,0.22448979591836735,0.02040816326530612,0.16326530612244897,0.05612244897959184,0.0,36,45,43,35,32,71
1320,2101,R,142,0.014084507042253521,0.19718309859154928,0.06338028169014084,0.1619718309859155,0.02112676056338028,0.0,47,39,38,42,37,51
1356,2101,R,511,0.09197651663405088,0.08610567514677103,0.09001956947162426,0.18199608610567514,0.04500978473581213,0.0019569471624266144,59,83,60,103,52,61
1521,2101,R,321,0.04361370716510903,0.12461059190031153,0.11214953271028037,0.1277258566978193,0.028037383177570093,0.0,59,71,41,61,45,82
2195,2101,R,126,0.015873015873015872,0.20634920634920634,0.047619047619047616,0.20634920634920634,0.031746031746031744,0.0,50,45,54,57,37,54
19849,2101,R,319,0.02821316614420063,0.13479623824451412,0.0438871473354232,0.18181818181818182,0.05329153605015674,0.0,63,59,55,51,43,72
20465,2101,R,572,0.024475524475524476,0.10139860139860139,0.0979020979020979,0.17307692307692307,0.043706293706293704,0.0,65,77,39,54,68,10
20507,2101,R,229,0.039301310043668124,0.12663755458515283,0.07860262008733625,0.16593886462882096,0.039301310043668124,0.0,58,83,45,70,42,37
20522,2101,R,547,0.038391224862888484,0.1206581352833638,0.08226691042047532,0.19378427787934185,0.04753199268738574,0.0018281535648994515,65,75,45,60,50,25
20748,2101,R,436,0.022935779816513763,0.231651376146789,0.08486238532110092,0.17889908256880735,0.02522935779816514,0.0,41,38,45,50,58,97
21186,2101,R,269,0.01486988847583643,0.21933085501858737,0.06691449814126393,0.14869888475836432,0.02973977695167286,0.0,57,45,46,68,47,28
21332,2101,R,298,0.04697986577181208,0.1644295302013423,0.08053691275167785,0.1610738255033557,0.026845637583892617,0.006711409395973154,36,51,45,75,77,71
21419,2101,R,184,0.04891304347826087,0.20108695652173914,0.043478260869565216,0.10326086956521739,0.03260869565217391,0.0,40,43,39,54,34,25
21635,2101,R,105,0.06666666666666667,0.1523809523809524,0.05714285714285714,0.1523809523809524,0.02857142857142857,0.009523809523809525,53,48,29,42,51,43
21691,2101,R,545,0.05504587155963303,0.26238532110091745,0.09724770642201835,0.10825688073394496,0.027522935779816515,0.001834862385321101,73,27,77,102,70,29
22022,2101,R,282,0.02127659574468085,0.1773049645390071,0.03900709219858156,0.1773049645390071,0.04964539007092199,0.0035460992907801418,36,62,40,33,28,95
22037,2101,R,287,0.05226480836236934,0.14285714285714285,0.0975609756097561,0.14285714285714285,0.03832752613240418,0.003484320557491289,55,59,59,86,40,96
22157,2101,R,394,0.017766497461928935,0.12944162436548223,0.05583756345177665,0.15736040609137056,0.030456852791878174,0.0025380710659898475,45,59,51,54,31,97
22228,2101,R,237,0.016877637130801686,0.22362869198312235,0.08438818565400844,0.189873417721519,0.046413502109704644,0.0,69,40,47,61,54,52
22233,2101,R,96,0.020833333333333332,0.2916666666666667,0.052083333333333336,0.11458333333333333,0.020833333333333332,0.0,42,36,36,47,36,85
22312,2101,R,414,0.043478260869565216,0.26811594202898553,0.11594202898550725,0.15217391304347827,0.021739130434782608,0.004830917874396135,40,11,39,70,90,40
22354,2101,R,215,0.027906976744186046,0.18604651162790697,0.06046511627906977,0.17674418604651163,0.013953488372093023,0.004651162790697674,50,44,37,54,42,72
22379,2101,R,59,0.01694915254237288,0.3728813559322034,0.05084745762711865,0.1016949152542373,0.03389830508474576,0.0,33,6,34,30,26,24
22564,2101,R,148,0.02027027027027027,0.060810810810810814,0.14189189189189189,0.21621621621621623,0.006756756756756757,0.0,50,71,48,37,85,78
23482,2101,R,505,0.023762376237623763,0.100990099009901,0.06336633663366337,0.19207920792079208,0.041584158415841586,0.0,52,74,32,57,39,25
23949,2101,R,49,0.0,0.24489795918367346,0.08163265306122448,0.08163265306122448,0.02040816326530612,0.0,53,41,61,41,45,71
